software	model	objective	reaction	flux	status	minimum	maximum
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACITL	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACKr	0.785482	optimal	-1000.0	1000.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACLS	0.0	optimal	0.0	4.663368
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACNPLYS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD1f	-0.061106	optimal	-0.061106	4.602262
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD2f	-0.021118	optimal	-0.021118	-0.021118
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD3f	-0.021118	optimal	-0.021118	-0.021118
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD4f	-0.021118	optimal	-0.021118	-0.021118
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD5f	-0.021118	optimal	-0.021118	-0.021118
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD6f	-0.021118	optimal	-0.021118	-0.021118
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD7f	-0.00718	optimal	-0.00718	-0.00718
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD8f	0.0	optimal	-0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOATA	0.003125	optimal	-0.0	0.003125
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACONTa	8.037548	optimal	8.037548	8.158519
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACONTb	8.037548	optimal	8.037548	8.158519
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOTA	-0.015268	optimal	-0.015268	-0.015268
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT120	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT140	0.001189	optimal	0.001189	0.001189
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT141	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT160	0.00359	optimal	0.00359	0.00359
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT161	0.005257	optimal	0.005257	0.005257
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT180	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT181	0.00021	optimal	0.00021	0.00021
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPS1	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACS	0.0	optimal	0.0	999.624637
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACS2	0.0	optimal	0.0	999.624637
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACt2ipp	0.0	optimal	0.0	991.12
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACt2pp	8.88	optimal	8.88	1000.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACt4pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACtex	8.88	optimal	8.88	8.88
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCL	4.2e-05	optimal	4.2e-05	4.2e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCPS1	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCPS2	1.1e-05	optimal	1.1e-05	1.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCS	4.2e-05	optimal	4.2e-05	4.2e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCYRS	1.1e-05	optimal	1.1e-05	1.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADD	0.0	optimal	0.0	-0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADK1	999.952484	optimal	-1000.0	1000.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADK2	1000.0	optimal	-1000.0	1000.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADK3	-1000.0	optimal	-1000.0	999.982717
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADK4	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADNK1	0.000232	optimal	0.0	0.000232
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADOCBIK	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADOCBLS	1.1e-05	optimal	1.1e-05	1.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADPRDP	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADPT	0.0	optimal	0.0	0.000232
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADSL1	0.010702	optimal	0.010702	0.010702
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADSL2	0.014447	optimal	0.014447	0.014447
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADSS	0.010702	optimal	0.010702	0.010702
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM3PA	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM3PApp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM3PH	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM3Pt2pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PA	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PApp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PCP	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PCPpp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PH	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4Pt2pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGMDA	0.001739	optimal	0.001739	0.001739
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGMH	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGMHE	0.001875	optimal	0.001875	0.001875
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGMt2pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT120	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT140	0.001189	optimal	0.001189	0.001189
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT141	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT160	0.00359	optimal	0.00359	0.00359
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT161	0.005257	optimal	0.005257	0.005257
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT180	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT181	0.00021	optimal	0.00021	0.00021
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPR	-0.015268	optimal	-0.015268	-0.015268
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AHC	0.000137	optimal	0.000137	0.000137
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AICART	0.01878	optimal	0.01878	0.01878
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AIRCr	0.014447	optimal	0.014447	0.014447
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AKGDH	11.584028	optimal	0.0	11.65842
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAALA	0.001379	optimal	0.001379	0.001379
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAALAD	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAALAabcpp	0.000187	optimal	0.000187	0.000187
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAD_L	0.0	optimal	0.0	23.316839
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAGLUE	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAR	0.001379	optimal	0.001379	0.001379
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALATA_L	-0.026357	optimal	-23.343197	-0.026357
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALATRS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD1	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD19	2.1e-05	optimal	2.1e-05	2.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD2x	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD3	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD4	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALDD2x	0.0	optimal	0.0	-0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AM3PA	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AM4PA	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AM4PCP	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMALT1	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMALT2	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMALT3	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMALT4	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMAOTr	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMMQLT8	1.1e-05	optimal	1.1e-05	1.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMPMS2	1.1e-05	optimal	1.1e-05	1.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ANHMK	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ANPRT	0.0026	optimal	0.0026	0.0026
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ANS	0.0026	optimal	0.0026	0.0026
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_AOXSr2	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT120	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT140	0.001189	optimal	0.001189	0.001189
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT141	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT160	0.00359	optimal	0.00359	0.00359
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT161	0.005257	optimal	0.005257	0.005257
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT180	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT181	0.00021	optimal	0.00021	0.00021
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH120	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH140	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH141	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH160	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH161	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH180	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH181	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APRAUR	2.1e-05	optimal	2.1e-05	2.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_APSPr	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ARGDC	0.001739	optimal	0.001739	0.001739
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ARGSL	0.015268	optimal	0.015268	0.015268
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ARGSS	0.015268	optimal	0.015268	0.015268
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ARGTRS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASAD	-0.036192	optimal	-0.036192	-0.036192
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASNS1	0.011025	optimal	0.011025	0.011025
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASNTRS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASO3t4pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASO4rt2rpp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASO4t4pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASO4tex	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASP1DC	2.7e-05	optimal	2.7e-05	2.7e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPCT	0.011192	optimal	0.011192	0.011192
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPK	0.036192	optimal	0.036192	0.036192
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPO2	0.000108	optimal	0.000108	0.000108
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPT	0.0	optimal	0.0	23.316839
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPTA	-0.109986	optimal	-23.426825	-0.109986
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPTRS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASR2	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ATPM	0.81	optimal	0.81	0.81
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ATPPRT	0.004333	optimal	0.004333	0.004333
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_ATPS10rpp	2.08425	optimal	2.08425	2.08425
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BACCL	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BCOALIG	0.0	optimal	0.0	999.624637
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BCOALIG2	0.0	optimal	0.0	999.624637
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BCR6pp	1.1e-05	optimal	1.1e-05	1.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BEALD	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BMOCOS	5e-06	optimal	5e-06	5e-06
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BMOGDS1	5e-06	optimal	5e-06	5e-06
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BMOGDS2	5e-06	optimal	5e-06	5e-06
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BPNT	0.0	optimal	0.0	-0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BSCT	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BTOHt2rpp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BTOHtex	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BTS5	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTAFDOR	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTKr	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTSO3abcpp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTSO3tex	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTt2pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTt4pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTtex	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BWCOGDS1	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BWCOGDS2	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BWCOS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALCt2pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALCtex	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALDHr	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALt2pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALtex	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZSCD	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZSCT	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZSS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZt2pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZtex	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CA2abc1pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CA2abcpp	0.000234	optimal	0.000234	0.000234
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CA2tex	0.000234	optimal	0.000234	0.000234
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CAMPP	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBIAT	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBLAT	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBMK	0.02646	optimal	0.02646	0.02646
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBPAH	0.001739	optimal	0.001739	0.001739
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBPS	0.0	optimal	0.0	-0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CCGS	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CD2t4pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CD2tex	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CDGR	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CDGS1	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CDGUNPD	0.0	optimal	0.0	-0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CDPMEK	0.000229	optimal	0.000229	0.000229
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CFAS160E	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CFAS160G	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CFAS180E	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CFAS180G	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CHDCCH	1.1e-05	optimal	0.0	1.1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CHORM	0.014791	optimal	0.014791	0.014791
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CHORS	0.017465	optimal	0.017465	0.017465
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CITCIa	0.134259	optimal	0.013288	0.134259
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CITCIb	0.134259	optimal	0.013288	0.134259
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CITMS	0.134259	optimal	0.013288	0.134259
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS120pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS140pp	5.8e-05	optimal	5.8e-05	5.8e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS141pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS160pp	0.000174	optimal	0.000174	0.000174
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS161pp	0.000255	optimal	0.000255	0.000255
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS180pp	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS181pp	1e-05	optimal	1e-05	1e-05
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLt3r_2pp	0.000117	optimal	0.000117	0.000117
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLtex	0.000234	optimal	0.000234	0.000234
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CMPDAi	0.0	optimal	0.0	0.0
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CO2tex	-15.751687	optimal	-15.751687	-15.751687
cbmpy	Gmetallireducens_ac_Fe+Updated.xml	obj	R_CO2tpp	-15.750925	optimal	-15.750925	-15.750925
