model	objective	reaction	status	value
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACHBS	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACITL	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACKr	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACLS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACNPLYS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD1f	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD2f	optimal	0.046521
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD3f	optimal	0.046521
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD4f	optimal	0.046521
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD5f	optimal	0.046521
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD6f	optimal	0.046521
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD7f	optimal	0.047275
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOAD8f	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOATA	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACONTa	infeasible	nan
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACONTb	infeasible	nan
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACOTA	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT120	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT140	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT141	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT160	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT161	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT180	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPPAT181	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACPS1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACS2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACt2ipp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACt2pp	optimal	0.029769
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACt4pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ACtex	infeasible	nan
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCL	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCPS1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCPS2	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADCYRS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADD	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADK1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADK2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADK3	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADK4	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADNK1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADOCBIK	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADOCBLS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADPRDP	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADPT	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADSL1	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADSL2	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ADSS	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM3PA	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM3PApp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM3PH	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM3Pt2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PA	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PApp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PCP	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PCPpp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4PH	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGM4Pt2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGMDA	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGMH	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGMHE	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGMt2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT120	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT140	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT141	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT160	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT161	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT180	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPAT181	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AGPR	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AHC	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AICART	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AIRCr	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AKGDH	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAALA	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAALAD	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAALAabcpp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAD_L	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAGLUE	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALAR	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALATA_L	optimal	0.046978
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALATRS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD19	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD2x	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD3	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALCD4	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ALDD2x	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AM3PA	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AM4PA	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AM4PCP	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMALT1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMALT2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMALT3	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMALT4	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMAOTr	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMMQLT8	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AMPMS2	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ANHMK	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ANPRT	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ANS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_AOXSr2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT120	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT140	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT141	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT160	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT161	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT180	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APG3PAT181	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH120	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH140	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH141	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH160	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH161	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH180	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APH181	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APRAUR	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_APSPr	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ARGDC	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ARGSL	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ARGSS	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ARGTRS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASAD	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASNS1	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASNTRS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASO3t4pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASO4rt2rpp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASO4t4pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASO4tex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASP1DC	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPCT	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPK	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPO2	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPT	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPTA	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASPTRS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ASR2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ATPM	optimal	0.052659
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ATPPRT	optimal	0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_ATPS10rpp	infeasible	nan
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BACCL	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BCOALIG	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BCOALIG2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BCR6pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BEALD	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BMOCOS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BMOGDS1	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BMOGDS2	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BPNT	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BSCT	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BTOHt2rpp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BTOHtex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BTS5	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTAFDOR	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTKr	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTSO3abcpp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTSO3tex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTt2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTt4pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BUTtex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BWCOGDS1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BWCOGDS2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BWCOS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALCt2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALCtex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALDHr	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALt2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZALtex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZSCD	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZSCT	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZSS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZt2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_BZtex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CA2abc1pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CA2abcpp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CA2tex	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CAMPP	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBIAT	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBLAT	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBMK	optimal	0.046976
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBPAH	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CBPS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CCGS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CD2t4pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CD2tex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CDGR	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CDGS1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CDGUNPD	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CDPMEK	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CFAS160E	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CFAS160G	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CFAS180E	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CFAS180G	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CHDCCH	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CHORM	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CHORS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CITCIa	optimal	0.047104
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CITCIb	optimal	0.047104
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CITMS	optimal	0.047104
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS120pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS140pp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS141pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS160pp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS161pp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS180pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLPNS181pp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLt3r_2pp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CLtex	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CMPDAi	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CO2tex	infeasible	nan
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CO2tpp	infeasible	nan
Gmetallireducens_ac_Fe+Updated.xml	obj	R_COBALT2tex	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_COBALTt4pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CODH4	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_COabcpp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPC2MT	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPC3MT	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPC4MT	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPC5MT	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPC6MT	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPC6R	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPC8MM	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPMPS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CPPPGOAN2	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CRESt2ipp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CREStex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CRO4abcpp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CRO4t3pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CRO4tex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CS	infeasible	nan
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CSND	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CSPMDDC	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CSPMDDH	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CTECOAI6	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CTECOAI7	optimal	0.046894
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CTECOAI8	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CTPS1	optimal	0.047284
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CTPS2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CU2abcpp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CU2tex	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CUabcpp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CUtex	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYOO2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYRDAAT	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYRDAR	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYRDAS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYSLY3	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYSS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYSTL	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYSTRS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYTBCYTC	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYTBD2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYTBMQOR2pp	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYTK1	optimal	0.047245
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYTK2	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_CYTMQOR3pp	infeasible	nan
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DADK	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DADNC	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAGK120	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAGK140	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAGK141	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAGK160	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAGK161	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAGK180	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAGK181	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DALAt2pp	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAPDC	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DAPE	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DASYN120	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DASYN140	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DASYN141	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DASYN160	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DASYN161	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DASYN180	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DASYN181	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DB4PS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DBTS	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DCMPDAi	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DDCAtexi	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DDPA	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DGK1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DGUNC	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHAD1	optimal	0.047322
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHAD2	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHDPRy	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHDPS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHFR	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHFS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHNAOT4	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHNAS	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHNPA2r	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHORD5	optimal	-0.0
Gmetallireducens_ac_Fe+Updated.xml	obj	R_DHORTS	optimal	-0.0
