software	model	objective	reaction	flux	status	minimum	maximum
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_Naxt	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_O2xt	-500.0	optimal	-1000.0	-498.090258
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_ORNxt	-0.0	optimal	-1000.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_PHExt	-15.005021	optimal	-516.914764	-15.005021
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_PIxt	1000.0	optimal	911.903605	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_PROxt	-20.784341	optimal	-1000.0	-20.784341
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_PTRCxt	-0.0	optimal	-0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_SERxt	-1000.0	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_SLACxt	-559.827119	optimal	-1000.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_SLFxt	-0.0	optimal	-0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_SPRMDxt	-0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_SUCCxt	1000.0	optimal	996.180516	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_SUCxt	-0.0	optimal	-0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_THIAMINxt	-0.0	optimal	-0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_THRxt	-206.060928	optimal	-1000.0	829.216851
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_TRExt	-0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_TRPxt	-5.779319	optimal	-5.779319	-5.779319
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_TYRxt	-6.097447	optimal	-6.097447	495.812295
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_URAxt	-0.0	optimal	-0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_UREAxt	-0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_URIxt	-15.918723	optimal	-15.918723	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_VALxt	-38.222557	optimal	-731.158175	961.777443
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_VB12xt	-0.0	optimal	-0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_XANxt	-0.0	optimal	-0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_a_2PGxt	-0.0	optimal	-88.096395	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_EX_a_3PGxt	-88.096395	optimal	-88.096395	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R001	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R002	950.867207	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R003	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R004	-1000.0	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R005	950.867207	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R006	6.176111	optimal	6.176111	6.176111
cbmpy	VvuMBEL943_2022.xml	obj	R_R007	0.0	optimal	0.0	15.033605
cbmpy	VvuMBEL943_2022.xml	obj	R_R008	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R009	0.0	optimal	-0.0	15.033605
cbmpy	VvuMBEL943_2022.xml	obj	R_R010	984.943018	optimal	984.943018	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R011	1000.0	optimal	1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R012	1000.0	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R013	0.0	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R014	88.096395	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R015	88.096395	optimal	-0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R016	1000.0	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R017	559.827119	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R018	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R019	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R020	1000.0	optimal	1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R021	-1000.0	optimal	-1000.0	994.714453
cbmpy	VvuMBEL943_2022.xml	obj	R_R022	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R023	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R024	0.0	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R025	588.984938	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R026	585.165454	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R027	1000.0	optimal	1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R028	1000.0	optimal	1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R029	997.589942	optimal	997.589942	997.589942
cbmpy	VvuMBEL943_2022.xml	obj	R_R030	4.849061	optimal	1.029577	991.992944
cbmpy	VvuMBEL943_2022.xml	obj	R_R031	0.0	optimal	0.0	990.963367
cbmpy	VvuMBEL943_2022.xml	obj	R_R032	0.0	optimal	0.0	990.963367
cbmpy	VvuMBEL943_2022.xml	obj	R_R033	3.819484	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R034	11.011073	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R035	90.201629	optimal	0.0	90.201629
cbmpy	VvuMBEL943_2022.xml	obj	R_R036	0.0	optimal	0.0	90.201629
cbmpy	VvuMBEL943_2022.xml	obj	R_R037	90.201629	optimal	0.0	90.201629
cbmpy	VvuMBEL943_2022.xml	obj	R_R038	90.201629	optimal	0.0	90.201629
cbmpy	VvuMBEL943_2022.xml	obj	R_R039	55.981793	optimal	-34.219836	55.981793
cbmpy	VvuMBEL943_2022.xml	obj	R_R040	31.715304	optimal	1.648094	31.715304
cbmpy	VvuMBEL943_2022.xml	obj	R_R041	1.171288	optimal	1.171288	1.171288
cbmpy	VvuMBEL943_2022.xml	obj	R_R042	-1000.0	optimal	-1000.0	997.799135
cbmpy	VvuMBEL943_2022.xml	obj	R_R043	30.685727	optimal	-14.415087	30.685727
cbmpy	VvuMBEL943_2022.xml	obj	R_R044	25.296066	optimal	-19.804749	25.296066
cbmpy	VvuMBEL943_2022.xml	obj	R_R045	29.417265	optimal	-15.683549	29.417265
cbmpy	VvuMBEL943_2022.xml	obj	R_R046	0.0	optimal	0.0	45.100814
cbmpy	VvuMBEL943_2022.xml	obj	R_R047	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R048	0.0	optimal	0.0	45.100814
cbmpy	VvuMBEL943_2022.xml	obj	R_R049	0.0	optimal	0.0	30.06721
cbmpy	VvuMBEL943_2022.xml	obj	R_R050	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R051	0.0	optimal	0.0	47.244947
cbmpy	VvuMBEL943_2022.xml	obj	R_R052	0.0	optimal	0.0	30.06721
cbmpy	VvuMBEL943_2022.xml	obj	R_R053	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R054	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R055	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R056	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R057	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R058	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R059	0.0	optimal	0.0	15.033605
cbmpy	VvuMBEL943_2022.xml	obj	R_R060	0.0	optimal	0.0	15.056982
cbmpy	VvuMBEL943_2022.xml	obj	R_R061	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R062	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R063	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R064	0.0	optimal	0.0	47.244947
cbmpy	VvuMBEL943_2022.xml	obj	R_R065	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R066	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R067	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R068	-1000.0	optimal	-1000.0	996.233947
cbmpy	VvuMBEL943_2022.xml	obj	R_R069	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R070	1000.0	optimal	-996.233947	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R071	-996.233947	optimal	-996.233947	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R072	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R073	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R074	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R075	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R076	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R077	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R078	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R079	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R080	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R081	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R082	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R083	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R084	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R085	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R086	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R087	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R088	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R089	2.410058	optimal	2.410058	906.548842
cbmpy	VvuMBEL943_2022.xml	obj	R_R090	2.410058	optimal	2.410058	906.548842
cbmpy	VvuMBEL943_2022.xml	obj	R_R091	0.0	optimal	0.0	904.138784
cbmpy	VvuMBEL943_2022.xml	obj	R_R092	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R093	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R094	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R095	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R096	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R097	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R098	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R099	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R100	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R101	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R102	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R103	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R104	5.285547	optimal	5.285547	963.959028
cbmpy	VvuMBEL943_2022.xml	obj	R_R105	0.0	optimal	0.0	958.673481
cbmpy	VvuMBEL943_2022.xml	obj	R_R106	-5.285547	optimal	-5.285547	-5.285547
cbmpy	VvuMBEL943_2022.xml	obj	R_R107	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R108	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R109	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R110	-1000.0	optimal	-1000.0	994.714453
cbmpy	VvuMBEL943_2022.xml	obj	R_R111	994.714453	optimal	-1000.0	994.714453
cbmpy	VvuMBEL943_2022.xml	obj	R_R112	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R113	-1000.0	optimal	-1000.0	-1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R114	1000.0	optimal	1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R115	-5.285547	optimal	-5.285547	-5.285547
cbmpy	VvuMBEL943_2022.xml	obj	R_R116	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R117	5.285547	optimal	5.285547	5.285547
cbmpy	VvuMBEL943_2022.xml	obj	R_R118	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R119	-994.714453	optimal	-994.714453	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R120	2.410058	optimal	2.410058	2.410058
cbmpy	VvuMBEL943_2022.xml	obj	R_R121	2.410058	optimal	2.410058	2.410058
cbmpy	VvuMBEL943_2022.xml	obj	R_R122	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R123	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R124	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R125	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R126	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R127	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R128	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R129	1000.0	optimal	-994.714453	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R130	994.714453	optimal	-1000.0	994.714453
cbmpy	VvuMBEL943_2022.xml	obj	R_R131	994.714453	optimal	-1000.0	994.714453
cbmpy	VvuMBEL943_2022.xml	obj	R_R132	1000.0	optimal	-994.714453	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R133	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R134	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R135	-13.71323	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R136	1000.0	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R137	-1000.0	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R138	0.0	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R139	-1000.0	optimal	-1000.0	-74.196137
cbmpy	VvuMBEL943_2022.xml	obj	R_R140	3.819484	optimal	0.0	3.819484
cbmpy	VvuMBEL943_2022.xml	obj	R_R141	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R142	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R143	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R144	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R145	178.450643	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R146	3.819484	optimal	0.0	3.819484
cbmpy	VvuMBEL943_2022.xml	obj	R_R147	0.0	optimal	0.0	733.152079
cbmpy	VvuMBEL943_2022.xml	obj	R_R148	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R149	0.812672	optimal	0.812672	0.812672
cbmpy	VvuMBEL943_2022.xml	obj	R_R150	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R151	0.0	optimal	0.0	999.528593
cbmpy	VvuMBEL943_2022.xml	obj	R_R152	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R153	884.782933	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R154	884.782933	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R155	-884.782933	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R156	884.782933	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R157	1.099647	optimal	1.099647	1.099647
cbmpy	VvuMBEL943_2022.xml	obj	R_R158	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R159	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R160	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R161	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R162	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R163	0.0	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R164	0.0	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R165	-1000.0	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R166	1000.0	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R167	1000.0	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R168	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R169	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R170	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R171	0.0	optimal	0.0	3.819484
cbmpy	VvuMBEL943_2022.xml	obj	R_R172	0.0	optimal	0.0	3.819484
cbmpy	VvuMBEL943_2022.xml	obj	R_R173	0.0	optimal	0.0	3.819484
cbmpy	VvuMBEL943_2022.xml	obj	R_R174	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R175	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R176	0.0	optimal	0.0	999.528593
cbmpy	VvuMBEL943_2022.xml	obj	R_R177	0.0	optimal	0.0	3.819484
cbmpy	VvuMBEL943_2022.xml	obj	R_R178	0.0	optimal	0.0	3.819484
cbmpy	VvuMBEL943_2022.xml	obj	R_R179	0.0	optimal	0.0	3.819484
cbmpy	VvuMBEL943_2022.xml	obj	R_R180	12.856117	optimal	9.036633	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R181	1000.0	optimal	996.180516	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R182	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R183	1000.0	optimal	1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R184	688.938891	optimal	0.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R185	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R186	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R187	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R188	0.0	optimal	0.0	-0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R189	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R190	-1000.0	optimal	-1000.0	1000.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R191	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R192	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R193	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R194	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R195	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R196	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R197	157.630667	optimal	157.630667	157.630667
cbmpy	VvuMBEL943_2022.xml	obj	R_R198	157.630667	optimal	157.630667	157.630667
cbmpy	VvuMBEL943_2022.xml	obj	R_R199	22.185057	optimal	22.185057	22.185057
cbmpy	VvuMBEL943_2022.xml	obj	R_R200	1.167635	optimal	1.167635	1.167635
cbmpy	VvuMBEL943_2022.xml	obj	R_R201	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R202	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R203	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R204	1.21434	optimal	1.21434	1.21434
cbmpy	VvuMBEL943_2022.xml	obj	R_R205	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R206	4.25019	optimal	4.25019	4.25019
cbmpy	VvuMBEL943_2022.xml	obj	R_R207	1.167635	optimal	1.167635	1.167635
cbmpy	VvuMBEL943_2022.xml	obj	R_R208	0.0	optimal	0.0	0.0
cbmpy	VvuMBEL943_2022.xml	obj	R_R209	9.10755	optimal	9.10755	9.10755
cbmpy	VvuMBEL943_2022.xml	obj	R_R210	5.604646	optimal	5.604646	5.604646
cbmpy	VvuMBEL943_2022.xml	obj	R_R211	0.0	optimal	0.0	0.0
