model	objective	reaction	status	value
iJN1463.xml	obj	R_3MBt2pp	optimal	0.586118
iJN1463.xml	obj	R_3MBtex	optimal	0.586118
iJN1463.xml	obj	R_3MCAT23DOX	optimal	0.586118
iJN1463.xml	obj	R_3OADPCOAT	optimal	0.586118
iJN1463.xml	obj	R_3OAR100	optimal	0.0
iJN1463.xml	obj	R_3OAR120	optimal	0.586025
iJN1463.xml	obj	R_3OAR121	optimal	0.583364
iJN1463.xml	obj	R_3OAR140	optimal	0.586118
iJN1463.xml	obj	R_3OAR141	optimal	0.583364
iJN1463.xml	obj	R_3OAR160	optimal	0.0
iJN1463.xml	obj	R_3OAR161	optimal	0.0
iJN1463.xml	obj	R_3OAR180	optimal	0.0
iJN1463.xml	obj	R_3OAR181	optimal	0.0
iJN1463.xml	obj	R_3OAR40	infeasible	nan
iJN1463.xml	obj	R_3OAR60	optimal	0.0
iJN1463.xml	obj	R_3OAR80	optimal	0.0
iJN1463.xml	obj	R_3OAS100	optimal	0.0
iJN1463.xml	obj	R_3OAS120	optimal	0.586025
iJN1463.xml	obj	R_3OAS121	optimal	0.583364
iJN1463.xml	obj	R_3OAS140	optimal	0.586118
iJN1463.xml	obj	R_3OAS141	optimal	0.583364
iJN1463.xml	obj	R_3OAS160	optimal	0.0
iJN1463.xml	obj	R_3OAS161	optimal	0.0
iJN1463.xml	obj	R_3OAS180	optimal	0.0
iJN1463.xml	obj	R_3OAS181	optimal	0.0
iJN1463.xml	obj	R_3OAS60	optimal	0.0
iJN1463.xml	obj	R_3OAS80	optimal	0.0
iJN1463.xml	obj	R_3OXCOAT	optimal	0.586118
iJN1463.xml	obj	R_3OXOADPt_ex	optimal	0.586118
iJN1463.xml	obj	R_3OXOADPt_pp	optimal	0.586118
iJN1463.xml	obj	R_3PEPTabcpp	optimal	0.586118
iJN1463.xml	obj	R_3PQQS	optimal	0.0
iJN1463.xml	obj	R_3_4DHBZ1t_pp	optimal	0.586118
iJN1463.xml	obj	R_3_4DHBZt2	optimal	0.586118
iJN1463.xml	obj	R_4ABUTabcpp	optimal	0.586118
iJN1463.xml	obj	R_4CMCOAS	optimal	0.586118
iJN1463.xml	obj	R_4CMLCL_kt	optimal	0.586118
iJN1463.xml	obj	R_4HBADH	optimal	0.0
iJN1463.xml	obj	R_4HBHYOX	optimal	0.586118
iJN1463.xml	obj	R_4HBZtex	optimal	0.586118
iJN1463.xml	obj	R_4HDPROO	optimal	0.586118
iJN1463.xml	obj	R_4HPRODCabcpp	optimal	0.586118
iJN1463.xml	obj	R_4HPRODCtex	optimal	0.586118
iJN1463.xml	obj	R_4HPROE	optimal	0.586118
iJN1463.xml	obj	R_4HPROLTabcpp	optimal	0.586118
iJN1463.xml	obj	R_4HPROLTtex	optimal	0.586118
iJN1463.xml	obj	R_4HPTNCOAK	optimal	0.586118
iJN1463.xml	obj	R_4HPTNCOAL	optimal	0.586118
iJN1463.xml	obj	R_4HPTNtex	optimal	0.586118
iJN1463.xml	obj	R_4HPTNtpp	optimal	0.586118
iJN1463.xml	obj	R_4HTHRS	optimal	0.586118
iJN1463.xml	obj	R_4MBZALDH	optimal	0.586118
iJN1463.xml	obj	R_4MBZDH	optimal	0.586118
iJN1463.xml	obj	R_4MCAT23DOX	optimal	0.586118
iJN1463.xml	obj	R_4OD	optimal	0.586118
iJN1463.xml	obj	R_4OD2	optimal	0.586118
iJN1463.xml	obj	R_4OT	optimal	0.586118
iJN1463.xml	obj	R_4OT2	optimal	0.586118
iJN1463.xml	obj	R_4OXPTCOADHx	optimal	0.586118
iJN1463.xml	obj	R_4OXPTCOADHy	optimal	0.586118
iJN1463.xml	obj	R_4OXPTNtex	optimal	0.586118
iJN1463.xml	obj	R_4OXPTNtpp	optimal	0.586118
iJN1463.xml	obj	R_4PCP	optimal	0.586118
iJN1463.xml	obj	R_4PCPpp	optimal	0.586118
iJN1463.xml	obj	R_4PEPTabcpp	optimal	0.586118
iJN1463.xml	obj	R_4POPCOAM	optimal	0.586118
iJN1463.xml	obj	R_4POPCOAM2	optimal	0.586118
iJN1463.xml	obj	R_4POPCOAM3	optimal	0.586118
iJN1463.xml	obj	R_5APTNabcpp	optimal	0.586118
iJN1463.xml	obj	R_5APTNtex	optimal	0.586118
iJN1463.xml	obj	R_5DH4DGLCD	optimal	0.586118
iJN1463.xml	obj	R_5DOAN	optimal	0.0
iJN1463.xml	obj	R_5HPUDICDC_c	optimal	0.586118
iJN1463.xml	obj	R_5OXPROabcpp	optimal	0.586118
iJN1463.xml	obj	R_5OXPROtex	optimal	0.586118
iJN1463.xml	obj	R_6ATHAtexi	optimal	0.586118
iJN1463.xml	obj	R_6HNACMO	optimal	0.586118
iJN1463.xml	obj	R_6HNACt1pp	optimal	0.586118
iJN1463.xml	obj	R_6HNACtex	optimal	0.586118
iJN1463.xml	obj	R_A5PISO	optimal	0.0
iJN1463.xml	obj	R_AAC24DABA	optimal	0.586118
iJN1463.xml	obj	R_AACOAT	optimal	0.586118
iJN1463.xml	obj	R_AACTOOR	optimal	0.586118
iJN1463.xml	obj	R_AADSACYCL	optimal	0.586118
iJN1463.xml	obj	R_AALDCDLsi	optimal	0.586118
iJN1463.xml	obj	R_AASAD3	optimal	0.586118
iJN1463.xml	obj	R_AATA	optimal	0.586118
iJN1463.xml	obj	R_ABTA	optimal	0.586118
iJN1463.xml	obj	R_ABUTD	optimal	0.586118
iJN1463.xml	obj	R_ABUTt2pp	optimal	0.586118
iJN1463.xml	obj	R_ABUTtex	optimal	0.586118
iJN1463.xml	obj	R_ACACT10	optimal	0.586118
iJN1463.xml	obj	R_ACACT11	optimal	0.586118
iJN1463.xml	obj	R_ACACT12	optimal	0.586118
iJN1463.xml	obj	R_ACACT13	optimal	0.586118
iJN1463.xml	obj	R_ACACT1r	optimal	0.586118
iJN1463.xml	obj	R_ACACT8	optimal	0.586118
iJN1463.xml	obj	R_ACACT8r	optimal	0.586118
iJN1463.xml	obj	R_ACACT9	optimal	0.586118
iJN1463.xml	obj	R_ACACt2pp	optimal	0.586118
iJN1463.xml	obj	R_ACACtex	optimal	0.586118
iJN1463.xml	obj	R_ACALD	optimal	0.583552
iJN1463.xml	obj	R_ACALDtex	optimal	0.586118
iJN1463.xml	obj	R_ACALDtpp	optimal	0.586118
iJN1463.xml	obj	R_ACBIPGT	optimal	0.0
iJN1463.xml	obj	R_ACCOAC	optimal	0.0
iJN1463.xml	obj	R_ACGAMT	optimal	0.586118
iJN1463.xml	obj	R_ACGK	optimal	0.0
iJN1463.xml	obj	R_ACGS	optimal	0.0
iJN1463.xml	obj	R_ACHBS	optimal	0.0
iJN1463.xml	obj	R_ACLS	optimal	0.0
iJN1463.xml	obj	R_ACMTSOXINtex	optimal	0.586118
iJN1463.xml	obj	R_ACMTSOXINtpp	optimal	0.586118
iJN1463.xml	obj	R_ACOAD10f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD11f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD12f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD13f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD14f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD15f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD16f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD17f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD18f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD19f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD1f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD20f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD21f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD22f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD23f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD24f	optimal	0.586045
iJN1463.xml	obj	R_ACOAD25f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD26f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD27f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD28f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD29f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD2f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD30f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD31f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD32f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD33f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD34f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD3f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD4f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD5f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD6f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD7f	optimal	0.586118
iJN1463.xml	obj	R_ACOAD8f	optimal	0.586118
iJN1463.xml	obj	R_ACOADH1	optimal	0.586118
iJN1463.xml	obj	R_ACOADH2	optimal	0.586118
iJN1463.xml	obj	R_ACOATA	optimal	0.586118
iJN1463.xml	obj	R_ACODA	optimal	0.0
iJN1463.xml	obj	R_ACONCt4pp	optimal	0.586118
iJN1463.xml	obj	R_ACONCtex	optimal	0.586118
iJN1463.xml	obj	R_ACONIs	optimal	0.586118
iJN1463.xml	obj	R_ACONMT	optimal	0.586118
iJN1463.xml	obj	R_ACONTa	optimal	0.577893
iJN1463.xml	obj	R_ACONTb	optimal	0.577893
iJN1463.xml	obj	R_ACOTA	optimal	0.0
iJN1463.xml	obj	R_ACPHPHITRNtex	optimal	0.586118
iJN1463.xml	obj	R_ACPHPHITRNtpp	optimal	0.586118
iJN1463.xml	obj	R_ACPPAT120	optimal	0.586118
iJN1463.xml	obj	R_ACPPAT140	optimal	0.586118
iJN1463.xml	obj	R_ACPPAT141	optimal	0.586118
iJN1463.xml	obj	R_ACPPAT160	optimal	0.586118
iJN1463.xml	obj	R_ACPPAT161	optimal	0.586118
iJN1463.xml	obj	R_ACPPAT180	optimal	0.586118
iJN1463.xml	obj	R_ACPPAT181	optimal	0.586118
iJN1463.xml	obj	R_ACPS1	optimal	0.586118
iJN1463.xml	obj	R_ACS	optimal	0.576533
iJN1463.xml	obj	R_ACS2	optimal	0.586118
iJN1463.xml	obj	R_ACSERtex	optimal	0.586118
iJN1463.xml	obj	R_ACSERtpp	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC100	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC101	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC120	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC121	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC121d6	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC140	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC141	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC141d5	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC142	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC160	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC40	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC50	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC60	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC70	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC80	optimal	0.586118
iJN1463.xml	obj	R_ACSPHAC90	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACP100	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACP40	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACP50	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACP60	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACP70	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACP80	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACP90	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACT40	optimal	0.586118
iJN1463.xml	obj	R_ACSPHACT60	optimal	0.586118
iJN1463.xml	obj	R_ACTD2	optimal	0.586118
iJN1463.xml	obj	R_ACTNtex	optimal	0.586118
iJN1463.xml	obj	R_ACTNtpp	optimal	0.586118
iJN1463.xml	obj	R_ACt2rpp	optimal	0.586118
iJN1463.xml	obj	R_ACt4pp	optimal	0.586118
iJN1463.xml	obj	R_ACt5pp	optimal	0.586118
iJN1463.xml	obj	R_ACtex	optimal	0.586118
iJN1463.xml	obj	R_ADA	optimal	0.586118
iJN1463.xml	obj	R_ADCL	optimal	0.0
iJN1463.xml	obj	R_ADCPS1	optimal	0.0
iJN1463.xml	obj	R_ADCPS2	optimal	0.586118
iJN1463.xml	obj	R_ADCS	optimal	0.0
iJN1463.xml	obj	R_ADCYRS	optimal	0.0
iJN1463.xml	obj	R_ADD	optimal	0.586118
iJN1463.xml	obj	R_ADEt2rpp	optimal	0.586118
iJN1463.xml	obj	R_ADEtex	optimal	0.586118
iJN1463.xml	obj	R_ADK1	optimal	0.586118
iJN1463.xml	obj	R_ADK3	optimal	0.586118
iJN1463.xml	obj	R_ADK4	optimal	0.586118
iJN1463.xml	obj	R_ADNCYC	optimal	0.586118
iJN1463.xml	obj	R_ADNK1	optimal	0.586106
iJN1463.xml	obj	R_ADNUC	optimal	0.586118
iJN1463.xml	obj	R_ADNtex	optimal	0.586118
iJN1463.xml	obj	R_ADOCBIK	optimal	0.0
iJN1463.xml	obj	R_ADOCBLS	optimal	0.0
iJN1463.xml	obj	R_ADOCBLabcpp	optimal	0.586118
iJN1463.xml	obj	R_ADOCBLtonex	optimal	0.586118
iJN1463.xml	obj	R_ADPRDP	optimal	0.586118
iJN1463.xml	obj	R_ADPT	optimal	0.586116
iJN1463.xml	obj	R_ADSELK	optimal	0.586118
iJN1463.xml	obj	R_ADSELR	optimal	0.586118
iJN1463.xml	obj	R_ADSELR2	optimal	0.586118
iJN1463.xml	obj	R_ADSK	optimal	0.586118
iJN1463.xml	obj	R_ADSL1r	optimal	-0.0
iJN1463.xml	obj	R_ADSL2r	optimal	0.0
iJN1463.xml	obj	R_ADSS	optimal	0.0
iJN1463.xml	obj	R_AEPTA	optimal	0.586118
iJN1463.xml	obj	R_AEPabcpp	optimal	0.586118
iJN1463.xml	obj	R_AEPtex	optimal	0.586118
iJN1463.xml	obj	R_AGM3PA	optimal	0.586118
iJN1463.xml	obj	R_AGM3PApp	optimal	0.586118
iJN1463.xml	obj	R_AGM3PH	optimal	0.586118
iJN1463.xml	obj	R_AGM3Pt2pp	optimal	0.586118
iJN1463.xml	obj	R_AGM4PA	optimal	0.586118
iJN1463.xml	obj	R_AGM4PApp	optimal	0.586118
iJN1463.xml	obj	R_AGM4PCP	optimal	0.586118
iJN1463.xml	obj	R_AGM4PCPpp	optimal	0.586118
iJN1463.xml	obj	R_AGM4PH	optimal	0.586118
iJN1463.xml	obj	R_AGM4Pt2pp	optimal	0.586118
iJN1463.xml	obj	R_AGMDA	optimal	0.586118
iJN1463.xml	obj	R_AGMH	optimal	0.586118
iJN1463.xml	obj	R_AGMHE	optimal	0.0
iJN1463.xml	obj	R_AGMT	optimal	0.586118
iJN1463.xml	obj	R_AGMabcpp	optimal	0.586118
iJN1463.xml	obj	R_AGMt2pp	optimal	0.586118
iJN1463.xml	obj	R_AGMtex	optimal	0.586118
iJN1463.xml	obj	R_AGPAT120	optimal	0.586118
iJN1463.xml	obj	R_AGPAT140	optimal	0.0
iJN1463.xml	obj	R_AGPAT141	optimal	0.586118
iJN1463.xml	obj	R_AGPAT160	optimal	0.0
iJN1463.xml	obj	R_AGPAT161	optimal	0.58514
iJN1463.xml	obj	R_AGPAT180	optimal	0.0
iJN1463.xml	obj	R_AGPAT181	optimal	0.0
iJN1463.xml	obj	R_AGPOP	optimal	0.586118
iJN1463.xml	obj	R_AGPR	optimal	0.0
iJN1463.xml	obj	R_AGt3	optimal	0.586118
iJN1463.xml	obj	R_AGtex	optimal	0.586118
iJN1463.xml	obj	R_AGtpp	optimal	0.586118
iJN1463.xml	obj	R_AHCi	optimal	0.0
iJN1463.xml	obj	R_AHSERL2	optimal	0.0
iJN1463.xml	obj	R_AICART	optimal	0.0
iJN1463.xml	obj	R_AIRC2	optimal	0.0
iJN1463.xml	obj	R_AIRC3	optimal	0.0
iJN1463.xml	obj	R_AKGDH	optimal	0.586118
iJN1463.xml	obj	R_AKGDa	optimal	0.586118
iJN1463.xml	obj	R_AKGDb_copy1	optimal	0.586118
iJN1463.xml	obj	R_AKGDb_copy2	optimal	0.586118
iJN1463.xml	obj	R_AKGt2rpp	optimal	0.586118
iJN1463.xml	obj	R_AKGtex	optimal	0.586118
iJN1463.xml	obj	R_ALAALAabcpp	optimal	0.586093
iJN1463.xml	obj	R_ALAALAr	optimal	0.0
iJN1463.xml	obj	R_ALAALAtex	optimal	0.586118
iJN1463.xml	obj	R_ALAGLUabcpp	optimal	0.586118
iJN1463.xml	obj	R_ALAHISabcpp	optimal	0.586118
iJN1463.xml	obj	R_ALAHIStex	optimal	0.586118
iJN1463.xml	obj	R_ALALEUabcpp	optimal	0.586118
iJN1463.xml	obj	R_ALALEUtex	optimal	0.586118
iJN1463.xml	obj	R_ALAR	optimal	0.586118
iJN1463.xml	obj	R_ALATA_L	optimal	0.586118
iJN1463.xml	obj	R_ALATHRabcpp	optimal	0.586118
iJN1463.xml	obj	R_ALATHRtex	optimal	0.586118
iJN1463.xml	obj	R_ALATRPabcpp	optimal	0.586118
iJN1463.xml	obj	R_ALATRPtex	optimal	0.586118
iJN1463.xml	obj	R_ALATRS	optimal	0.0
iJN1463.xml	obj	R_ALAabcpp	optimal	0.586118
iJN1463.xml	obj	R_ALAt2pp	optimal	0.586118
iJN1463.xml	obj	R_ALAt4pp	optimal	0.586118
iJN1463.xml	obj	R_ALAtex	optimal	0.586118
iJN1463.xml	obj	R_ALCD19	optimal	0.586118
iJN1463.xml	obj	R_ALCD2x	optimal	0.586118
iJN1463.xml	obj	R_ALCDpp	optimal	0.586118
iJN1463.xml	obj	R_ALDD1	optimal	0.586118
iJN1463.xml	obj	R_ALDD19xr	optimal	0.586118
iJN1463.xml	obj	R_ALDD20x	optimal	0.586118
iJN1463.xml	obj	R_ALDD2x	optimal	0.586118
iJN1463.xml	obj	R_ALDD2y	optimal	0.586118
iJN1463.xml	obj	R_ALDD31	optimal	0.586118
iJN1463.xml	obj	R_ALDD3y_copy1	optimal	0.586118
iJN1463.xml	obj	R_ALDD3y_copy2	optimal	0.586118
iJN1463.xml	obj	R_ALDD4	optimal	0.586118
iJN1463.xml	obj	R_ALGAC1	optimal	0.586118
iJN1463.xml	obj	R_ALGAC2	optimal	0.586118
iJN1463.xml	obj	R_ALGAC3	optimal	0.586118
iJN1463.xml	obj	R_ALGAC4	optimal	0.586118
iJN1463.xml	obj	R_ALGAC5	optimal	0.586118
iJN1463.xml	obj	R_ALGE1	optimal	0.586118
iJN1463.xml	obj	R_ALGE2	optimal	0.586118
iJN1463.xml	obj	R_ALGE3	optimal	0.586118
iJN1463.xml	obj	R_ALGE4	optimal	0.586118
iJN1463.xml	obj	R_ALGE5	optimal	0.586118
iJN1463.xml	obj	R_ALGE6	optimal	0.586118
iJN1463.xml	obj	R_ALGE7	optimal	0.586118
iJN1463.xml	obj	R_ALGE8	optimal	0.586118
iJN1463.xml	obj	R_ALGE9	optimal	0.586118
iJN1463.xml	obj	R_ALGL	optimal	0.586118
iJN1463.xml	obj	R_ALGL2	optimal	0.586118
iJN1463.xml	obj	R_ALGSex1	optimal	0.586118
iJN1463.xml	obj	R_ALGSex10	optimal	0.586118
iJN1463.xml	obj	R_ALGSex11	optimal	0.586118
iJN1463.xml	obj	R_ALGSex12	optimal	0.586118
iJN1463.xml	obj	R_ALGSex13	optimal	0.586118
iJN1463.xml	obj	R_ALGSex2	optimal	0.586118
iJN1463.xml	obj	R_ALGSex3	optimal	0.586118
iJN1463.xml	obj	R_ALGSex4	optimal	0.586118
iJN1463.xml	obj	R_ALGSex5	optimal	0.586118
iJN1463.xml	obj	R_ALGSex6	optimal	0.586118
iJN1463.xml	obj	R_ALGSex7	optimal	0.586118
iJN1463.xml	obj	R_ALGSex8	optimal	0.586118
iJN1463.xml	obj	R_ALGSex9	optimal	0.586118
iJN1463.xml	obj	R_ALLTAMH	optimal	0.586118
iJN1463.xml	obj	R_ALLTN	optimal	0.586118
iJN1463.xml	obj	R_ALLTNRA	optimal	0.586118
iJN1463.xml	obj	R_ALLTNt2rpp	optimal	0.586118
iJN1463.xml	obj	R_ALLTNtex	optimal	0.586118
iJN1463.xml	obj	R_ALPATE160pp	optimal	0.586118
iJN1463.xml	obj	R_ALPATE161pp	optimal	0.586118
iJN1463.xml	obj	R_ALPATE180pp	optimal	0.586118
iJN1463.xml	obj	R_ALPATE181pp	optimal	0.586118
iJN1463.xml	obj	R_ALPATG160pp	optimal	0.586118
iJN1463.xml	obj	R_ALPATG161pp	optimal	0.586118
iJN1463.xml	obj	R_ALPATG180pp	optimal	0.586118
iJN1463.xml	obj	R_ALPATG181pp	optimal	0.586118
iJN1463.xml	obj	R_ALTRH	optimal	0.586118
iJN1463.xml	obj	R_AM3PA	optimal	0.586118
iJN1463.xml	obj	R_AM4PA	optimal	0.586118
iJN1463.xml	obj	R_AM4PCP	optimal	0.586118
iJN1463.xml	obj	R_AMALT1	optimal	0.586118
iJN1463.xml	obj	R_AMAOTr	optimal	0.0
iJN1463.xml	obj	R_AMID4	optimal	0.586118
iJN1463.xml	obj	R_AMPMS2	optimal	0.0
iJN1463.xml	obj	R_AMPN	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEAH	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEAL	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEAT	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEATRP	optimal	0.586118
iJN1463.xml	obj	R_AMPTASECG	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEGGLN	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEGGLU	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEGM	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEGS	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEHG	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEHH	optimal	0.586118
iJN1463.xml	obj	R_AMPTASEPG	optimal	0.586118
iJN1463.xml	obj	R_ANHMK	optimal	0.586118
iJN1463.xml	obj	R_ANPRT	optimal	0.0
iJN1463.xml	obj	R_ANS	optimal	0.586118
iJN1463.xml	obj	R_ANS2	optimal	0.585912
iJN1463.xml	obj	R_AOBUTDs	optimal	0.0
iJN1463.xml	obj	R_AOXHEXCYCL	optimal	0.586118
iJN1463.xml	obj	R_AOXSr2	optimal	0.0
iJN1463.xml	obj	R_AP4AH	optimal	0.586118
iJN1463.xml	obj	R_AP4AS	optimal	0.586118
iJN1463.xml	obj	R_APATr	optimal	0.586118
iJN1463.xml	obj	R_APCt5	optimal	0.586118
iJN1463.xml	obj	R_APCt6	optimal	0.586118
iJN1463.xml	obj	R_APCtex	optimal	0.586118
iJN1463.xml	obj	R_APCtpp	optimal	0.586118
iJN1463.xml	obj	R_APENTAMAH2	optimal	0.586118
iJN1463.xml	obj	R_APG3PAT120	optimal	0.586118
iJN1463.xml	obj	R_APG3PAT140	optimal	0.586118
iJN1463.xml	obj	R_APG3PAT141	optimal	0.586118
iJN1463.xml	obj	R_APG3PAT160	optimal	0.586118
iJN1463.xml	obj	R_APG3PAT161	optimal	0.586118
iJN1463.xml	obj	R_APG3PAT180	optimal	0.586118
iJN1463.xml	obj	R_APG3PAT181	optimal	0.586118
