software	model	objective	reaction	status	value
cbmpy	iDK1463.xml	obj	R_AACPS1	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AACPS2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AACPS3	optimal	0.879054
cbmpy	iDK1463.xml	obj	R_AACPS4	optimal	0.878827
cbmpy	iDK1463.xml	obj	R_AACPS5	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AACPS6	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AACPS7	optimal	0.879552
cbmpy	iDK1463.xml	obj	R_AACPS8	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AACPS9	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AACTOOR	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AADDGT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AAMYL	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AAMYLpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AATA	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AB6PGH	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ABTA	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ABUTD	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ABUTt2pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACACCT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACACT1r	optimal	0.862991
cbmpy	iDK1463.xml	obj	R_ACACT2r	optimal	0.862991
cbmpy	iDK1463.xml	obj	R_ACACT3r	optimal	0.862991
cbmpy	iDK1463.xml	obj	R_ACACT4r	optimal	0.867813
cbmpy	iDK1463.xml	obj	R_ACACT5r	optimal	0.869817
cbmpy	iDK1463.xml	obj	R_ACACT6r	optimal	0.871831
cbmpy	iDK1463.xml	obj	R_ACACT7r	optimal	0.877555
cbmpy	iDK1463.xml	obj	R_ACACT8r	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACACt2pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACALD	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACALDtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACALDtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACANTHAT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACBIPGT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACCOAC	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACCOAL	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAL1PPpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAL1Ptex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAL6PI	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAL6PISO	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGALptspp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGALtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAM1PPpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAM1Ptex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAMK	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAMT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAptspp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGAtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACGK	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACGS	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACHBS	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACKr	optimal	0.870441
cbmpy	iDK1463.xml	obj	R_ACLS	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACM6PH	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACMAMUT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACMANAptspp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACMANAtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACMUMptspp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACMUMtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACNAMt2pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACNAMtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACNML	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACOAD1f	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACOAD1fr	optimal	0.862991
cbmpy	iDK1463.xml	obj	R_ACOAD2f	optimal	0.862991
cbmpy	iDK1463.xml	obj	R_ACOAD3f	optimal	0.862991
cbmpy	iDK1463.xml	obj	R_ACOAD4f	optimal	0.867813
cbmpy	iDK1463.xml	obj	R_ACOAD5f	optimal	0.869817
cbmpy	iDK1463.xml	obj	R_ACOAD6f	optimal	0.876286
cbmpy	iDK1463.xml	obj	R_ACOAD7f	optimal	0.879054
cbmpy	iDK1463.xml	obj	R_ACOAD8f	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACOATA	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACODA	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACOLIPAabctex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACONCtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACONIs	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACONMT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACONTa	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACONTb	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACOTA	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ACOXT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACP1_FMN	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACP1p	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACPPAT120	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACPPAT140	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACPPAT141	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACPPAT160	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACPPAT161	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACPPAT180	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACPPAT181	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACPS1	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACS	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACSERtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACSERtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACt2rpp	optimal	0.86453
cbmpy	iDK1463.xml	obj	R_ACt4pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ACtex	optimal	0.86453
cbmpy	iDK1463.xml	obj	R_ADA	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADCL	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ADCS	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ADD	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADEt2rpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADEtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADK1	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADK3	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADK4	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADMDC	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADNCYC	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADNK1	optimal	0.880325
cbmpy	iDK1463.xml	obj	R_ADNUC	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADNt2pp_copy1	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADNt2pp_copy2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADNtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADOCBIK	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADOCBLPP	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADOCBLPS	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADOCBLS	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADOCBLabcpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADOCBLtonex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADPRDP	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADPT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ADSK	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ADSL1r	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ADSL2r	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ADSS	optimal	-0.0
cbmpy	iDK1463.xml	obj	R_AEPtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGDC	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM3PA	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM3PApp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM3PH	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM3Pt2pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM4PA	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM4PApp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM4PCP	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM4PCPpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM4PH	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGM4Pt2pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGMH	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGMHE	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGMPTRCtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGMT	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGMt2pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGMtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGPAT120	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGPAT140	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGPAT141	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGPAT160	optimal	0.0
cbmpy	iDK1463.xml	obj	R_AGPAT161	optimal	0.0
cbmpy	iDK1463.xml	obj	R_AGPAT180	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGPAT181	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AGPR	optimal	0.0
cbmpy	iDK1463.xml	obj	R_AGt3	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AH6PI	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AHCYSNS	optimal	0.0
cbmpy	iDK1463.xml	obj	R_AHGDx	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AI2tex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AI2tpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AICART	optimal	0.0
cbmpy	iDK1463.xml	obj	R_AIRC2	optimal	0.0
cbmpy	iDK1463.xml	obj	R_AIRC3	optimal	-0.0
cbmpy	iDK1463.xml	obj	R_AIRStex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AIRStpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AKGDH	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AKGDH2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AKGt2rpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AKGtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAALAabcpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAALAr	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ALAALAtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAASPabcpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAASPtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAASPtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLNabcpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLNtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLNtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLUE	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLUtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLUtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLYabcpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLYtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAGLYtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAHIStpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALALEUtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAR	optimal	0.0
cbmpy	iDK1463.xml	obj	R_ALATA_D2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALATA_L	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALATA_L2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALATHRtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAabcpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAt2pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAt2pp_copy1	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAt2pp_copy2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAt4pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALAtpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALCD19	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALCD2x	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALDD2y	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALDD3y	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALDD4	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALKP	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLK	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLPI	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLTAMH	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLTAMH2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLTN	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLTNt2rpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLTNtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLULPE	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLabcpp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALLtex	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALPATE160pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALPATG160pp	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALR2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALR2x	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALR4x	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_ALTRH	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AM3PA	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AM4PA	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AM4PCP	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMALT1	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMALT2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMALT3	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMALT4	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMANAPEr	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMANK	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMAOTr	optimal	0.0
cbmpy	iDK1463.xml	obj	R_AMMQLT8	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMMQT8_2	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMPEP1	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMPEP10	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMPEP11	optimal	0.880331
cbmpy	iDK1463.xml	obj	R_AMPEP13	optimal	0.880331
