model	objective	reaction	flux	status	minimum	maximum	fraction_optimum
iDK1463.xml	obj	R_2AGPE120tipp	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_2AGPE140tipp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPE141tipp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPE160tipp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPE161tipp	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_2AGPE180tipp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPE181tipp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPEAT120	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPEAT140	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPEAT141	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPEAT160	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPEAT161	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPEAT180	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPEAT181	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPG120tipp	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_2AGPG140tipp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPG141tipp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPG160tipp	0.880331	optimal	-0.0	-0.0	1.0
iDK1463.xml	obj	R_2AGPG161tipp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPG180tipp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPG181tipp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPGAT120	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPGAT140	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_2AGPGAT141	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPGAT160	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPGAT161	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2AGPGAT180	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_2AGPGAT181	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2DDARAA	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2DGLCptspp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2DGLCtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2DGULRGx	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2DGULRGy	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2DGULRx	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2DGULRy	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2DOXG6PP	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2HESR	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2MAHMP	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_2PGtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_34dhpactex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3AMACHYD	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3AMPtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3CMPtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3GMPtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_3HAD100	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HAD120	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3HAD121	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3HAD140	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HAD141	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HAD160	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HAD161	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3HAD180	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HAD181	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3HAD40	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3HAD60	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HAD80	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3HBCOAHL	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HBZCT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HPPtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3HPPtpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3KGK	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3NTD2pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3NTD4pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3NTD7pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3NTD9pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAR100	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAR120	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3OAR121	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3OAR140	0.880331	optimal	0.068511	0.068511	1.0
iDK1463.xml	obj	R_3OAR141	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAR160	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAR161	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3OAR180	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAR181	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAR40	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAR60	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAR80	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAS100	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAS120	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAS121	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAS140	0.880331	optimal	0.068511	0.068511	1.0
iDK1463.xml	obj	R_3OAS141	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3OAS160	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAS161	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3OAS180	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OAS181	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3OAS60	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_3OAS80	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3OXCOAT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3PEPTabcpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3PEPTtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_3PGtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3SLAR	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3UMPtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_3hoxpactex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4ABZGLUtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4HBZt3pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4HOXPACDtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4HOXPACt2pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4HTHRA	0.880331	optimal	-0.000589	-0.000589	1.0
iDK1463.xml	obj	R_4HTHRK	0.880331	optimal	0.000589	0.000589	1.0
iDK1463.xml	obj	R_4HTHRS	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4HTHRtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_4HTHRtrpp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_4PCP	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4PCPpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4PEPTabcpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_4PEPTtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_5DGLCNR	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_5DGLCNtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_5DKGR	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_5DOAN	0.880331	optimal	0.000198	0.000198	1.0
iDK1463.xml	obj	R_5MTRtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_5MTRtpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_6APAt1	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_6D6SFK	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_6D6SPA	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_A5PISO	0.880331	optimal	0.034255	0.034255	1.0
iDK1463.xml	obj	R_AACPS1	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AACPS2	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AACPS3	0.880331	optimal	0.112355	0.112355	1.0
iDK1463.xml	obj	R_AACPS4	0.880331	optimal	0.132426	0.132426	1.0
iDK1463.xml	obj	R_AACPS5	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_AACPS6	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_AACPS7	0.880331	optimal	0.068511	0.068511	1.0
iDK1463.xml	obj	R_AACPS8	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_AACPS9	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_AACTOOR	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AADDGT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AAMYL	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AAMYLpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AATA	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AB6PGH	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ABTA	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ABUTD	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ABUTt2pp	0.880331	optimal	0.0	1000.0	1.0
iDK1463.xml	obj	R_ACACCT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACACT1r	0.880331	optimal	0.313292	0.313292	1.0
iDK1463.xml	obj	R_ACACT2r	0.880331	optimal	0.313292	0.313292	1.0
iDK1463.xml	obj	R_ACACT3r	0.880331	optimal	0.313292	0.313292	1.0
iDK1463.xml	obj	R_ACACT4r	0.880331	optimal	0.313292	0.313292	1.0
iDK1463.xml	obj	R_ACACT5r	0.880331	optimal	0.313292	0.313292	1.0
iDK1463.xml	obj	R_ACACT6r	0.880331	optimal	0.244781	0.244781	1.0
iDK1463.xml	obj	R_ACACT7r	0.880331	optimal	0.244781	0.244781	1.0
iDK1463.xml	obj	R_ACACT8r	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACACt2pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACALD	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ACALDtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACALDtpp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACANTHAT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACBIPGT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACCOAC	0.880331	optimal	0.068516	0.068516	1.0
iDK1463.xml	obj	R_ACCOAL	0.880331	optimal	0.0	1000.0	1.0
iDK1463.xml	obj	R_ACGAL1PPpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAL1Ptex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAL6PI	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAL6PISO	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGALptspp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGALtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAM1PPpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAM1Ptex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAMK	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAMT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAptspp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGAtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACGK	0.880331	optimal	0.260395	0.260395	1.0
iDK1463.xml	obj	R_ACGS	0.880331	optimal	0.260395	0.260395	1.0
iDK1463.xml	obj	R_ACHBS	0.880331	optimal	0.255762	0.255762	1.0
iDK1463.xml	obj	R_ACKr	0.880331	optimal	-1.230112	-1.229572	1.0
iDK1463.xml	obj	R_ACLS	0.880331	optimal	0.769732	0.769732	1.0
iDK1463.xml	obj	R_ACM6PH	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACMAMUT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACMANAptspp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACMANAtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACMUMptspp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACMUMtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACNAMt2pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACNAMtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACNML	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACOAD1f	0.880331	optimal	0.0	999.686708	1.0
iDK1463.xml	obj	R_ACOAD1fr	0.880331	optimal	0.313292	1000.0	1.0
iDK1463.xml	obj	R_ACOAD2f	0.880331	optimal	-0.313292	-0.313292	1.0
iDK1463.xml	obj	R_ACOAD3f	0.880331	optimal	-0.313292	-0.313292	1.0
iDK1463.xml	obj	R_ACOAD4f	0.880331	optimal	-0.313292	-0.313292	1.0
iDK1463.xml	obj	R_ACOAD5f	0.880331	optimal	-0.313292	-0.313292	1.0
iDK1463.xml	obj	R_ACOAD6f	0.880331	optimal	-0.244781	-0.244781	1.0
iDK1463.xml	obj	R_ACOAD7f	0.880331	optimal	-0.112355	-0.112355	1.0
iDK1463.xml	obj	R_ACOAD8f	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACOATA	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACODA	0.880331	optimal	0.260395	0.260395	1.0
iDK1463.xml	obj	R_ACOLIPAabctex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACONCtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACONIs	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACONMT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACONTa	0.880331	optimal	4.756135	4.756567	1.0
iDK1463.xml	obj	R_ACONTb	0.880331	optimal	4.756135	4.756567	1.0
iDK1463.xml	obj	R_ACOTA	0.880331	optimal	-0.260395	-0.260395	1.0
iDK1463.xml	obj	R_ACOXT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACP1_FMN	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACP1p	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACPPAT120	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ACPPAT140	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ACPPAT141	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ACPPAT160	0.880331	optimal	0.0	0.056177	1.0
iDK1463.xml	obj	R_ACPPAT161	0.880331	optimal	0.0	0.066213	1.0
iDK1463.xml	obj	R_ACPPAT180	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ACPPAT181	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACPS1	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACS	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACSERtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ACSERtpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ACt2rpp	0.880331	optimal	-1000.0	-1.742088	1.0
iDK1463.xml	obj	R_ACt4pp	0.880331	optimal	0.0	998.257912	1.0
iDK1463.xml	obj	R_ACtex	0.880331	optimal	-1.742628	-1.742088	1.0
iDK1463.xml	obj	R_ADA	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ADCL	0.880331	optimal	0.000589	0.000589	1.0
iDK1463.xml	obj	R_ADCS	0.880331	optimal	0.000589	0.000589	1.0
iDK1463.xml	obj	R_ADD	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ADEt2rpp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ADEtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ADK1	0.880331	optimal	-1000.0	1000.0	1.0
iDK1463.xml	obj	R_ADK3	0.880331	optimal	-1000.0	1000.0	1.0
iDK1463.xml	obj	R_ADK4	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ADMDC	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADNCYC	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADNK1	0.880331	optimal	0.000592	0.000592	1.0
iDK1463.xml	obj	R_ADNUC	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ADNt2pp_copy1	0.880331	optimal	0.0	1000.0	1.0
iDK1463.xml	obj	R_ADNt2pp_copy2	0.880331	optimal	-1000.0	0.0	1.0
iDK1463.xml	obj	R_ADNtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ADOCBIK	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADOCBLPP	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADOCBLPS	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADOCBLS	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADOCBLabcpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADOCBLtonex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADPRDP	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADPT	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ADSK	0.880331	optimal	0.217866	0.217866	1.0
iDK1463.xml	obj	R_ADSL1r	0.880331	optimal	0.263338	0.263338	1.0
iDK1463.xml	obj	R_ADSL2r	0.880331	optimal	0.394058	0.394058	1.0
iDK1463.xml	obj	R_ADSS	0.880331	optimal	0.263338	0.263338	1.0
iDK1463.xml	obj	R_AEPtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGDC	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM3PA	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM3PApp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM3PH	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM3Pt2pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM4PA	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM4PApp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM4PCP	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM4PCPpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGM4PH	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_AGM4Pt2pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGMH	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_AGMHE	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGMPTRCtpp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_AGMT	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_AGMt2pp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGMtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_AGPAT120	0.880331	optimal	-0.0	-0.0	1.0
iDK1463.xml	obj	R_AGPAT140	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGPAT141	0.880331	optimal	-0.0	-0.0	1.0
iDK1463.xml	obj	R_AGPAT160	0.880331	optimal	0.056177	0.056177	1.0
iDK1463.xml	obj	R_AGPAT161	0.880331	optimal	0.066213	0.066213	1.0
iDK1463.xml	obj	R_AGPAT180	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AGPAT181	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_AGPR	0.880331	optimal	-0.260395	-0.260395	1.0
iDK1463.xml	obj	R_AGt3	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AH6PI	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AHCYSNS	0.880331	optimal	0.000394	0.000394	1.0
iDK1463.xml	obj	R_AHGDx	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_AI2tex	0.880331	optimal	-0.000394	0.0	1.0
iDK1463.xml	obj	R_AI2tpp	0.880331	optimal	0.0	0.000394	1.0
iDK1463.xml	obj	R_AICART	0.880331	optimal	0.477459	0.477459	1.0
iDK1463.xml	obj	R_AIRC2	0.880331	optimal	0.394058	0.394058	1.0
iDK1463.xml	obj	R_AIRC3	0.880331	optimal	-0.394058	-0.394058	1.0
iDK1463.xml	obj	R_AIRStex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AIRStpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_AKGDH	0.880331	optimal	0.0	3.810043	1.0
iDK1463.xml	obj	R_AKGDH2	0.880331	optimal	0.0	3.810043	1.0
iDK1463.xml	obj	R_AKGt2rpp	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_AKGtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ALAALAabcpp	0.880331	optimal	0.0	-0.0	1.0
iDK1463.xml	obj	R_ALAALAr	0.880331	optimal	0.024463	0.024463	1.0
iDK1463.xml	obj	R_ALAALAtex	0.880331	optimal	-0.0	0.0	1.0
iDK1463.xml	obj	R_ALAASPabcpp	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ALAASPtex	0.880331	optimal	0.0	0.0	1.0
iDK1463.xml	obj	R_ALAASPtpp	0.880331	optimal	-0.0	0.0	1.0
